date,close_stock,close_SP500
2009-01-02,9.991212844848633,931.79998779296875
2009-01-05,10.307557106018066,927.45001220703125
2009-01-06,10.465728759765623,934.70001220703125
2009-01-07,9.762742042541504,906.6500244140624
2009-01-08,10.12302303314209,909.72998046875
2009-01-09,9.92970085144043,890.3499755859375
2009-01-12,9.507908821105955,870.260009765625
2009-01-13,9.525483131408691,871.7899780273436
2009-01-14,8.99824333190918,842.6199951171875
2009-01-15,8.99824333190918,843.739990234375
2009-01-16,9.10369110107422,850.1199951171875
2009-01-20,8.268893241882324,805.219970703125
2009-01-21,8.43585205078125,840.239990234375
2009-01-22,7.90861177444458,827.5
2009-01-23,7.943760871887207,831.95001220703125
2009-01-26,7.847099781036377,836.57000732421875
2009-01-27,7.592267036437988,845.7100219726564
2009-01-28,8.26010513305664,874.09002685546875
2009-01-29,7.346220970153809,845.1400146484375
2009-01-30,6.871705055236816,825.8800048828125
2009-02-02,6.906854152679443,825.44000244140625
2009-02-03,7.1089630126953125,838.510009765625
2009-02-04,7.038663864135742,832.22998046875
2009-02-05,7.012301921844482,845.8499755859375
2009-02-06,7.1441121101379395,868.5999755859375
2009-02-09,7.056239128112793,869.8900146484375
2009-02-10,6.6520209312438965,827.15997314453125
2009-02-11,6.546573162078857,833.739990234375
2009-02-12,6.063269138336182,835.19000244140625
2009-02-13,5.659050941467285,826.84002685546875
2009-02-17,5.237257957458496,789.1699829101564
2009-02-18,5.175746917724609,788.4199829101564
2009-02-19,4.964850902557373,778.94000244140625
2009-02-20,4.97363805770874,770.04998779296875
2009-02-23,4.789103984832764,743.3300170898436
2009-02-24,5.008787155151367,773.1400146484375
2009-02-25,4.920914173126221,764.9000244140625
2009-02-26,4.78031587600708,752.8300170898436
2009-02-27,4.525483131408691,735.09002685546875
2009-03-02,4.279438018798828,700.82000732421875
2009-03-03,4.103691101074219,696.33001708984375
2009-03-04,4.147626876831055,712.8699951171875
2009-03-05,3.523725986480713,682.54998779296875
2009-03-06,3.427064895629883,683.3800048828125
2009-03-09,3.2249560356140137,676.530029296875
2009-03-10,3.813708066940307,719.5999755859375
2009-03-11,4.103691101074219,721.3599853515625
2009-03-12,4.543057918548584,750.739990234375
2009-03-13,4.472758769989014,756.54998779296875
2009-03-16,4.578207015991211,753.8900146484375
2009-03-17,4.745166778564453,778.1199951171875
2009-03-18,5.34270715713501,794.3499755859375
2009-03-19,5.7293500900268555,784.0399780273436
2009-03-20,5.799648761749268,768.5399780273436
2009-03-23,6.581721782684326,822.9199829101564
2009-03-24,6.309315204620361,806.1199951171875
2009-03-25,6.4586992263793945,813.8800048828125
2009-03-26,6.810193061828613,832.8599853515625
2009-03-27,6.502635955810547,815.94000244140625
2009-03-30,5.887522220611572,787.530029296875
2009-03-31,6.133567810058594,797.8699951171875
2009-04-01,6.142354965209961,811.0800170898436
2009-04-02,6.880492210388184,834.3800048828125
2009-04-03,6.731107234954834,842.5
2009-04-06,6.880492210388184,835.47998046875
2009-04-07,6.4147629737854,815.54998779296875
2009-04-08,6.34446382522583,825.15997314453125
2009-04-09,7.126537799835205,856.55999755859375
2009-04-13,6.748682022094727,858.72998046875
2009-04-14,6.46748685836792,841.5
2009-04-15,6.959578037261963,852.05999755859375
2009-04-16,7.3989458084106445,865.29998779296875
2009-04-17,7.6010541915893555,869.5999755859375
2009-04-20,6.739894866943359,832.3900146484375
2009-04-21,7.2407732009887695,850.0800170898436
2009-04-22,7.891036987304688,843.54998779296875
2009-04-23,7.627417087554932,851.9199829101564
2009-04-24,8.866432189941406,866.22998046875
2009-04-27,8.567663192749023,857.510009765625
2009-04-28,7.381371021270752,855.15997314453125
2009-04-29,7.90861177444458,873.6400146484375
2009-04-30,7.785589218139648,872.80999755859375
2009-05-01,7.899824142456055,877.52001953125
2009-05-04,8.6731109619140625,907.239990234375
2009-05-05,9.217926025390623,903.79998779296875
2009-05-06,9.226714134216309,919.530029296875
2009-05-07,8.787345886230469,907.3900146484376
2009-05-08,9.525483131408691,929.22998046875
2009-05-11,8.963092803955078,909.239990234375
2009-05-12,8.80492115020752,908.3499755859376
2009-05-13,8.119507789611816,883.9199829101564
2009-05-14,8.312829971313477,893.07000732421875
2009-05-15,8.38312816619873,882.8800048828125
2009-05-18,9.00702953338623,909.7100219726564
2009-05-19,8.99824333190918,908.1300048828124
2009-05-20,8.892793655395508,903.469970703125
2009-05-21,8.725834846496582,888.3300170898436
2009-05-22,8.752197265625,887
2009-05-26,9.209138870239258,910.3300170898436
2009-05-27,8.80492115020752,893.05999755859375
2009-05-28,8.866432189941406,906.8300170898436
2009-05-29,9.10369110107422,919.1400146484376
2009-06-01,9.710018157958984,942.8699951171876
2009-06-02,9.9209136962890625,944.739990234375
2009-06-03,9.516695976257324,931.760009765625
2009-06-04,9.718805313110352,942.4600219726564
2009-06-05,9.411248207092283,940.09002685546875
2009-06-08,9.446396827697754,939.1400146484376
2009-06-09,8.945517539978027,942.42999267578125
2009-06-10,8.82249641418457,939.1500244140624
2009-06-11,8.796133995056152,944.8900146484376
2009-06-12,8.725834846496582,946.2100219726564
2009-06-15,8.50615119934082,923.719970703125
2009-06-16,8.172231674194336,911.969970703125
2009-06-17,7.961336135864258,910.7100219726564
2009-06-18,7.88224983215332,918.3699951171876
2009-06-19,7.970122814178467,921.22998046875
2009-06-22,7.609841823577881,893.0399780273436
2009-06-23,7.741652011871338,895.0999755859375
2009-06-24,7.706502914428711,900.94000244140625
2009-06-25,8.277680397033691,920.260009765625
2009-06-26,8.268893241882324,918.9000244140624
2009-06-29,8.38312816619873,927.22998046875
2009-06-30,8.418277740478516,919.32000732421875
2009-07-01,8.242530822753906,923.3300170898436
2009-07-02,7.996485233306885,896.4199829101564
2009-07-06,7.662566184997559,898.719970703125
2009-07-07,7.275922775268555,881.030029296875
2009-07-08,7.2407732009887695,879.55999755859375
2009-07-09,7.539543151855469,882.67999267578125
2009-07-10,7.337433815002441,879.1300048828125
2009-07-13,7.530755996704102,901.04998779296875
2009-07-14,7.627417087554932,905.84002685546875
2009-07-15,8.075571060180664,932.67999267578125
2009-07-16,8.374341011047363,940.739990234375
2009-07-17,8.50615119934082,940.3800048828124
2009-07-20,8.752197265625,951.1300048828124
2009-07-21,8.717046737670898,954.5800170898436
2009-07-22,8.68189811706543,954.07000732421875
2009-07-23,9.428821563720703,976.2899780273436
2009-07-24,9.710018157958984,979.260009765625
2009-07-27,10.149385452270508,982.17999267578125
2009-07-28,11.572935104370115,979.6199951171876
2009-07-29,11.239015579223633,975.1500244140624
2009-07-30,11.801405906677246,986.75
2009-07-31,12.24077320098877,987.47998046875
2009-08-03,12.14411163330078,1002.6300048828124
2009-08-04,12.768013954162598,1005.6500244140624
2009-08-05,12.504393577575684,1002.719970703125
2009-08-06,12.838313102722168,997.0800170898436
2009-08-07,13.295254707336426,1010.47998046875
2009-08-10,12.776801109313965,1007.0999755859376
2009-08-11,12.548330307006836,994.3499755859376
2009-08-12,12.873461723327637,1005.8099975585938
2009-08-13,13.014060020446776,1012.72998046875
2009-08-14,12.398945808410645,1004.0900268554688
2009-08-17,11.643234252929688,979.72998046875
2009-08-18,11.915640830993652,989.6699829101564
2009-08-19,12.082600593566896,996.4600219726564
2009-08-20,11.854129791259766,1007.3699951171876
2009-08-21,12.618629455566406,1026.1300048828125
2009-08-24,12.618629455566406,1025.5699462890625
2009-08-25,12.838313102722168,1028
2009-08-26,12.68014144897461,1028.1199951171875
2009-08-27,12.908612251281738,1030.97998046875
2009-08-28,12.750438690185549,1028.9300537109375
2009-08-31,12.724077224731444,1020.6199951171876
2009-09-01,11.915640830993652,998.0399780273436
2009-09-02,11.203866004943848,994.75
2009-09-03,11.26537799835205,1003.239990234375
2009-09-04,11.49384880065918,1016.4000244140624
2009-09-08,12.13532543182373,1025.3900146484375
2009-09-09,12.372583389282228,1033.3699951171875
2009-09-10,12.495606422424316,1044.1400146484375
2009-09-11,12.460456848144531,1042.72998046875
2009-09-14,12.51318073272705,1049.3399658203125
2009-09-15,12.66256618499756,1052.6300048828125
2009-09-16,13.163445472717283,1068.760009765625
2009-09-17,12.81195068359375,1065.489990234375
2009-09-18,12.41652011871338,1068.300048828125
2009-09-21,12.003515243530272,1064.6600341796875
2009-09-22,11.994728088378906,1071.6600341796875
2009-09-23,11.854129791259766,1060.8699951171875
2009-09-24,11.51142406463623,1050.780029296875
2009-09-25,11.274165153503418,1044.3800048828125
2009-09-28,11.687170028686523,1062.97998046875
2009-09-29,11.766257286071776,1060.6099853515625
2009-09-30,11.353251457214355,1057.0799560546875
2009-10-01,11.00175666809082,1029.8499755859375
2009-10-02,10.632689476013184,1025.2099609375
2009-10-05,11.098418235778809,1040.4599609375
2009-10-06,11.098418235778809,1054.719970703125
2009-10-07,11.028120040893556,1057.5799560546875
2009-10-08,11.41476345062256,1065.47998046875
2009-10-09,11.31810188293457,1071.489990234375
2009-10-12,11.56414794921875,1076.18994140625
2009-10-13,11.731106758117676,1073.18994140625
2009-10-14,12.082600593566896,1092.02001953125
2009-10-15,12.100175857543944,1096.56005859375
2009-10-16,12.038663864135742,1087.6800537109375
2009-10-19,12.11775016784668,1097.9100341796875
2009-10-20,11.968365669250488,1091.06005859375
2009-10-21,11.42354965209961,1081.4000244140625
2009-10-22,12.126538276672363,1092.9100341796875
2009-10-23,11.898067474365234,1079.5999755859375
2009-10-26,11.959577560424805,1066.949951171875
2009-10-27,11.49384880065918,1063.4100341796875
2009-10-28,10.667838096618652,1042.6300048828125
2009-10-29,10.905097007751465,1066.1099853515625
2009-10-30,10.325132369995115,1036.18994140625
2009-11-02,10.237257957458496,1042.8800048828125
2009-11-03,10.562390327453612,1045.4100341796875
2009-11-04,10.386643409729004,1046.5
2009-11-05,10.878734588623049,1066.6300048828125
2009-11-06,11.07205581665039,1069.300048828125
2009-11-09,11.59929656982422,1093.0799560546875
2009-11-10,11.669595718383787,1093.010009765625
2009-11-11,11.933216094970703,1098.510009765625
2009-11-12,11.73989486694336,1087.239990234375
2009-11-13,12.31107234954834,1093.47998046875
2009-11-16,12.86467456817627,1109.300048828125
2009-11-17,12.899824142456056,1110.3199462890625
2009-11-18,12.88224983215332,1109.800048828125
