date,SPGI,WFC,MMC,JPM,AXP,BAC,PGR,MS,C,SCHW,CB,GS,BLK,BRK-B
2009-02-05,0.024859427944209395,-0.07001696712249691,0.007781644317900802,0.02058565398408411,0.04013760037600142,0.029351984739774344,0.004746716495122172,0.05222426090371421,0.011395820283228041,0.014110970306949133,0.01726509676157484,0.05398900768535739,0.021470842893596225,-0.04194971348966332
2009-02-06,0.03957257431980295,0.16245722759425166,0.027524696014524057,0.11859781474484421,0.05149887325476709,0.2362800879471473,0.03261141981334616,-0.013895091199520565,0.10223975113387956,0.07046685131142784,0.0015757578412513614,0.039283211200237686,0.05202872389296604,0.013492564580550091
2009-02-09,0.0135083500247923,-0.004188760621454596,-0.005040682923018928,-0.012747910432282785,-0.01008973056885701,0.11687595771888538,0.010638213019853323,0.031844537471861514,0.010178027700550483,-0.01384135106348428,0.018050112146040197,0.013576421898851953,-0.030420032994307,0.00549984807056612
2009-02-10,-0.03452726463459103,-0.1533644889563072,-0.05611860169084931,-0.10259434503786778,-0.10567389809030504,-0.21447250374160534,-0.08433532445071028,-0.12719834590860138,-0.1647555465089404,-0.07373265797751473,-0.07353029288867682,-0.07959963917621443,-0.041849605665110465,-0.032352751685830954
2009-02-11,0.006920001465166089,0.06797261787185334,0.13480008749073724,0.05799339847656496,0.024127574937878787,0.08776084606750409,0.05051153889633817,0.09710130205946779,0.09666653226957313,-0.010558545778372421,0.04052755117606796,0.046575332286716814,0.0009645346868275184,0.021684189380843332
2009-02-12,0.002025946384020004,-0.040821994520255166,0.0023322781237306005,0.0038256727730388656,-0.010445363361544254,-0.033504044485237555,0.02699727189492907,0.0034859171248202946,-0.021918464101022654,0.019608490805851954,0.02167636095642134,0.009144065314385524,-0.0007012458153843879,0.0005178658843126371
2009-02-13,-0.034180556111040726,-0.06390405578661897,-0.04479027440495483,-0.05897960060606196,-0.028188591409310435,-0.05245923699243317,-0.027779296501477715,-0.002613411988152454,-0.03380603899578324,-0.02495377168944055,-0.05604244852564374,0.009060826450508343,-0.021012218556816693,-0.012674989366266062
2009-02-17,-0.05113856951595563,-0.14080924060054334,-0.03824614819601673,-0.13139310895481246,-0.12000951241727563,-0.12815956106755114,-0.0546758508921585,-0.1487865923031454,-0.13148662743960748,-0.03110683983368547,-0.04025132405029345,-0.11805519768910981,-0.057247829602124635,-0.03198511335518808
2009-02-18,-0.005305046910544298,-0.047877031202265725,-0.004059227527827466,-0.006486995129941687,0.009979043312248678,-0.06972206585598402,-0.0008263413259697708,0.021032263140922748,-0.05026224715210725,0.010997307334441517,-0.011377478744435166,-0.014217592677912188,0.010851904511491107,-0.05757932594043126
2009-02-19,-0.010247324951549511,-0.08304796895088842,-0.016919328001483033,-0.04322696748410824,-0.0912757291560418,-0.1508740538341416,-0.023432406983122083,-0.01246638346054472,-0.1478702762468812,0.0,0.013589246515803056,0.017712208598570617,-0.03446826395089058,-0.03839473436769724
2009-02-20,-0.053818585516040164,-0.09605946044496691,-0.020371088839831106,-0.034571776225986124,0.007739969010217012,-0.036272981984814254,0.006751159551448418,-0.025408068467901182,-0.25245393441434427,0.015504186535965254,-0.03419814737997695,-0.0111458852435924,0.0012622030864306642,-0.05283131864598565
2009-02-23,-0.04865992265122671,0.010938950918161685,-0.022413312170273307,-0.01979258734658018,-0.06531001866526995,0.031171094033340258,-0.0350915698113014,-0.031898386936717905,0.09297654991604432,-0.07091829535495754,-0.07978915648702209,-0.05491458017745298,-0.051768143952867766,-0.011375455861584298
2009-02-24,0.034035176080876195,0.16816938556075886,0.04742733117236268,0.07454701861586002,0.11421043930480544,0.19038810123380273,0.06328554899572275,0.15929940237778653,0.19470539291672825,0.09373257239954479,0.06520892136911052,0.1494832327948006,0.0896560434410231,0.07841184007007772
2009-02-25,-0.03203054448109271,0.029447145522728025,-0.040435610842709906,0.03321908551528646,-0.04121999037676664,0.08701129365629287,-0.026513394207621735,-0.014145578611809637,-0.03125230540889472,-0.027441086185923266,-0.007241153989117708,-0.03346371650500726,-0.013921455341044775,0.005664923976024434
2009-02-26,0.0010014983330854793,0.06899327148687141,-0.024411552091574175,0.05897243417638308,-0.03900697599669477,0.030536964461556394,0.012516342757558188,-0.019958859499794923,-0.024098039384057527,-0.001547196291136425,-0.0005191347271176466,0.02449747160038737,-0.046831683245816436,-0.0011696838134705545
2009-02-27,-0.013092331772386778,-0.17402248951648464,-0.015495436574246338,-0.008714864356295713,-0.041419047721050505,-0.2977579978582815,-0.04147845994654048,-0.08765049026992898,-0.4946964018361199,-0.016387545332488145,-0.05333221367677097,-0.011678934027142313,-0.039792316487344825,0.0
2009-03-02,-0.09455026860998744,-0.10996219828864559,-0.010653548052434401,-0.07683892859216845,-0.08655947911085836,-0.0844833025371667,-0.03071800385619881,-0.08487402638799206,-0.2231435513142097,-0.05498536485735358,-0.01852146833091476,-0.054256628095504876,-0.047488961101447694,-0.04793263195530305
2009-03-03,0.011631095793912145,-0.015807279338948602,0.004499860424892209,-0.007114246345481353,0.0664579278972959,0.005494875481960764,-0.012556503974009122,0.012731608028399302,0.016529629820009262,0.010748032406647345,-0.05417533822581435,-0.04626071592263582,-0.01913796823096223,-0.030745846499890563
2009-03-04,0.036229706086426096,-0.09944250611615447,0.019450604559132112,-0.08489362101862842,-0.009349571345303577,-0.013793697132406147,0.02407583705758765,0.06495124845393356,-0.07663377469363292,-0.01993437597465573,0.029601519775739448,0.036944085139708496,0.06176091716475221,0.03322295481423732
2009-03-05,-0.051209087406742036,-0.1736631492233133,-0.01832895368672947,-0.15070196681349665,-0.12539090222251245,-0.12442101839656872,-0.08933735270231148,-0.07601317050746345,-0.10241485836925679,-0.04988165963393786,-0.09282497049678493,-0.044866621340106945,-0.04392367476102252,-0.06320394541338559
2009-03-06,-0.014072555558805088,0.05859432686766573,0.027095576816434777,-0.04119810690831933,-0.006799061322719891,-0.009509068223843616,-0.005796768847177453,-0.04551423588667406,0.009756252615264511,0.0017624459792600947,0.019575150444890343,-0.07718130539251862,0.01066294816825327,0.011670632463684336
2009-03-09,-0.014273381786979572,0.1466563818831479,-0.015947487904499198,-0.0018847750731584834,0.036367608456588485,0.1775326080620641,-0.042559962244943385,-0.04159833746313471,0.01923089526111206,8.799612822723034e-05,-0.020517042429910606,-0.022728343031583383,-0.016367215087995903,-0.007310657857438865
2009-03-10,0.08167767807302834,0.1693663324336201,0.0022145460817218515,0.20409527942043543,0.1343534296594789,0.24477431048013637,0.060803429358825066,0.2347266079508618,0.32277311640094397,0.11377501425884468,0.070331708178334,0.14255109255523302,0.10039812333054376,0.17614837518940163
2009-03-11,0.034890196138984364,0.005909504432282582,-0.0027688296734938228,0.04512058233928233,-0.019918053957580478,0.02880900665196642,0.05641813990479902,0.07708510751365102,0.060218892460586634,0.034739533803896716,-0.012964679440430884,0.08007839934427348,0.04675094351445196,-0.005459878044378356
2009-03-12,0.02326818393925622,0.16062283304248792,0.014317020594793084,0.12861746402898633,0.09736533924397003,0.17110303045405975,0.07616164763218958,0.07156595825805333,0.0810415932365855,0.05246910285376547,0.04295507787947927,0.05126614401898257,0.054421895208143355,0.014672825666649741
2009-03-13,-0.015113637810048184,-0.0007172571674333484,0.057886759642847355,0.023430352861012343,-0.004573442261969154,-0.01550457716104153,0.02550496546923511,0.05040409917063395,0.06378949068428828,0.014296318895922165,0.039275519343702305,0.015812323672225938,-0.029199176914484832,-0.014125293895531247
2009-03-16,-0.015345136685063413,-0.017366936002014336,-0.02879049746326244,-0.02818241989045842,-0.03340167663403035,0.07038110744136283,-0.026338841882552283,-0.09869720931828611,0.2692550835311099,-0.024426922889006313,-0.0038313301810420424,-0.0508670694448344,-0.038702367517594996,-0.03696901014033371
2009-03-17,0.030958792671245013,0.06772687044570863,0.05727690681937815,0.08506055871375608,0.02032895934739654,0.014457977912066591,0.06067356179532507,0.032873690273759845,0.0744142823788117,0.04271076966093337,0.05934945619704968,0.05278882552316565,0.05422962913403634,0.023195883293599374
2009-03-18,0.0019970046581831175,0.16094894772109203,0.030133394413393712,0.07544229583352004,0.0866885748946391,0.20153986308106212,0.049014900819021136,0.015833978302528074,0.20464714254304472,0.05754506130440538,0.030285722437047777,0.06131990945971651,0.10628069216553766,0.012130131578216527
2009-03-19,-0.02066097557168371,-0.11040655888005713,-0.026129419302953157,-0.08302841045141579,-0.07514604923087845,-0.1014570330576105,-0.031122313889110735,-0.1395138231592773,-0.16941796734267914,-0.1090216538974139,-0.05912175169168848,-0.05819283101791223,-0.06958483237551685,0.013788500202902123
